id,author,title,link,description,tag,likes,date,review,size,text,rating,parts,romance,fandom,genre,page

А потом Иемицу с радостной улыбкой разрешил Тсуне вернуться в родную Японию, предупредив, что вскоре отправит к нему репетитора продолжать обучение, и придавив тяжёлым взглядом, холодным голосом приказал молчать о мафии, в двух словах объяснив чем это грозит Тсунаеши и ка-сан.

Поэтому Тсуна молчал. Молчал, когда приехал ребёнок-репетитор, молчал, кривясь на ненавистном слове, когда начались «тренировки в стиле Вонголы», молчал о новых появляющихся в его жизни людях и всё новых и новых битвах, им сопутствующих. Отгонял от младшего брата хулиганов и был даже немного счастлив, когда жестокие методы тренировок отца сменились жёсткими, но весёлыми тренировками Реборна. Радовался за брата, видя, как тянутся к нему Гокудера и Ямамото, как отпетый преступник Рокудо смягчается рядом с ним, и старательно прятал почти детскую обиду, замечая как кривится Хаято, проходя мимо, хмурится Такеши и холодно, многообещающе улыбается Мукуро. Потом были малыш Ламбо, не устоявший перед ласковой улыбкой Тсунаеши, громкий Рёхей, своеобразно заботящийся о нём, грозный ГДК, нашедший в младшем Саваде что-то родное, и, конечно, Реборн, регулярно покидающий комнату Иетсуны и направляющийся к отото. Тсуна прерывисто дышал, свернувшись клубочком под одеялом и слушая приглушённые крики и весёлый смех за стенкой, стиснув зубы, пытался подавить ярким костром вспыхнувшую внезапно горечь и боль.

Сейчас он острее всего чувствовал свою ненужность. 
***
Тсуна с усмешкой провожает взглядом маленькую фигурку, скрывшуюся за дверью, а затем расслабляется — можно прекратить контролировать свои движения и мимику. Он безразлично смотрит на закрытую дверь, обводя взглядом каждую новую царапину, появившуюся на белоснежной краске с его приездом. В душе поразительно пусто и мертвенно холодно. Тсуна устало жмурится и мягко соскальзывает по стене на тёплый пол. Кто бы мог подумать, что любимый младший брат ненавидит его и всего лишь терпит его присутствие в доме из-за тёплой привязанности ка-сан. Нет, он, конечно, сказал совсем не так, сказал, что любит Тсуну, ведь он его нии-сан, но…

Гиперинтуиция горько качает головой и тихо звенит колокольчиком на краю сознания — «ложь». Подросток подавляет усталый вздох и растягивается на обжигающе-тёплом полу. Ему холодно. Вот уже чёрт знает сколько времени он мёрзнет. Мороз хрустит под кожей, проходит через мышцы и кости, достигает сердца и сворачивается колючим клубком в груди. Тсуна приподнимает руки и растирает давно замёрзшие пальцы, дышит на них теплом и долго рассматривает — не появился ли нигде иней. Обводит взглядом мелкие белёсые шрамы и с каким-то болезненным любопытством поддевает один ногтем — раскроется, не раскроется? Задумчиво сверлит взглядом старые царапины и, неожиданно легко поднявшись, бесшумно проходит в ванную комнату. Смотрит пустым взглядом на своё отражение в зеркале, на пушистую каштановую гриву волос, прямой нос и бледные, тонкие губы, обводит взглядом тёмные мешки под глазами и почти невидимую россыпь веснушек на скулах, смотрит своему отражению в глаза и ухмыляется криво, видя апатию и холод. Набирает горячую воду в ванну и, сняв одежду, ныряет в неё с головой, отчаянно стараясь согреться. Выныривает, отфыркиваясь от попавшей в нос воды, и старается ни о чём не думать, зацепившись взглядом за остро блеснувшее лезвие. Отворачивается в другую сторону, хмурится и старается не вспоминать плохое, но в голове, как в насмешку, всплывают все разговоры, которые он так хочет позабыть.

« — Мне больно, папа, больно! Прекрати! — маленький мальчик тихо скулил от боли, лёжа на холодной земле. Острые камешки впивались в ещё нежную кожу, а кровь, казалось, и не думала останавливаться.
— Ты Наследник великой семьи, Иетсуна. Ты не можешь быть слабым, иначе умрёшь. — ни капли жалости не промелькнуло в равнодушных к чужой судьбе глазах. — Не позорь меня. Или я сам тебя убью.»

Тсуна сцепил зубы до скрипа и закрыл уши руками, стараясь не думать, не чувствовать, не вспоминать. Кажется, именно тогда он стал бояться родного отца.

« — …посылает свою банду, чтобы избить меня. Но к этому я уже привык, куда больше меня волнует ка-сан. В последнее время она стала меньше общаться со мной и совсем прекратила заходить в мою комнату… — расстроенно закончил свой рассказ Тсунаеши.
— Я подорву этого ублюдка, Джудайме! — зло прошипел Гокудера. — Он больше не будет портить вам жизнь!
— А мы поможем, верно, семпай? — с металлическими нотками в голосе пропел Дождь.
— ЭКСТРИМально верно!
— Не надо! — запаниковал Тсунаеши. Из-за двери Тсуне не было видно, но он был уверен, что младший братишка замахал руками. — Он же мой нии-сан! Что бы он ни сделал, я всё равно буду его любить. Да и ка-сан расстроится, если с ним что-нибудь случится.
— Вы такой добрый, Джудайме… — расчувствовался Хаято. — Этот мусор не заслуживает такого брата как вы!»

Тсуна зло бьёт кулаком по воде и внезапно спокойно наблюдает за рябью на поверхности. Банда, да? Помнит он таких, пытались в друзья к нему набиться, да не получилось. Интуиция честно предупредила, что доверять им нельзя, а зачем ему друзья, рядом с которыми он не сможет расслабиться? Тсуна даже имён их уже не помнит, только количество. А мама… Подросток грустно смотрит на огрубевшую кожу ладони и неожиданно весело фыркает. Тут он точно не причём! Ка-сан просто заглянула в комнату и оценила царившие в ней порядок и чистоту, посетовала что-то на «бардак в комнате Тсу-куна» и вышла в коридор, предварительно пригласив Тсуну ужинать. Вот только…

Какая разница, если милый отото считает его дьяволом во плоти? 

Тсуна болезненно ухмыляется и берёт лезвие в руки. Щурится устало, понимая, что по-настоящему родным он так никому и не стал, и его любовь здесь никому не нужна, и его эмоции здесь не имеют значения. Он кукла для отца, объект ненависти для любимого младшего брата и обычный сожитель для матери. Колеблется, смотря на хищный блеск стали, и, вздохнув, с силой проводит по тонкой коже запястий острой стороной. Задумчиво смотрит на окрасившуюся красным воду и, выронив оружие своего самоубийства на керамическую плитку, облегчённо откидывается на бортик ванной.

Как же он устал… 
***
В одном параллельном мире

Савада Тсунаеши, будучи единственным ребёнком в семье, всегда понимал, что от трона Вонголы у него отвертеться не получится. Но он честно пытался избавить себя от подобной сомнительной участи, даже пытался сбежать пару раз. Ключевое слово тут «пытался» — Реборн никогда бы не позволил своему ученику запятнать себя подобным образом. И вот уже семь лет Тсунаеши пашет на какое-то мифическое благо Вонголы вместе со своими Хранителями. С упрямостью хорошего барана вытаскивает Вонголу и всю мафию из задницы, в которую они все радостно прыгнули и окунулись с головой, старательно продвигает старые законы и идеи Примо, о которых мафия вот уже четыреста лет как позабыла, и панически отбивается от свадебных контрактов, тоже вместе со своими Хранителями.

А потом… умирает. Тсуна даже немного рад, что умер именно так — в бою, закрыв своим телом кое-чью хмурую головушку с торчащими из чёрных волос цветными перьями. Тепло улыбается на страх и слёзы Хранителей и просит Занзаса позаботиться о Вонголе и не дать ей снова скатиться в ту кучу дерьма, из которой он столько лет её выковыривал.

— Хер тебе, мусор, — зло огрызается Скайрини и мрачно щурит глаза, смотря на тело, абсолютно точно мёртвое. — Нахуя мне твоя Вонгола сдалась? Вздумал сбежать, вонгольский мусор? Так не получится, я тебя и из-под земли достану и сожгу к чертям, за твоё тупое геройство!

— ВРО-ОЙ! Чёртов босс, что ты опять задумал?!

— Заткнись, патлатый мусор. — в мужчину тут же упирается дуло пистолета с гравировкой в виде икса. Алые глаза горят яростью. — Будем доставать вонгольский мусор из той задницы, из которой он меня спас!
***
Осознаёт себя Тсуна лежащим в ванной с давно остывшей розоватой водой. Голова раскалывается, а на поверхность то и дело всплывают его-не-его воспоминания, отчего голова трещит ещё сильнее и мозг, кажется, начинает потихоньку плавиться от чудовищных нагрузок. Тсунаеши-Иетсуна сливает грязную воду и осторожно выбирается из ванной комнаты, останавливается, придерживая гудящую голову одной рукой, второй хватается за деревянный косяк двери и медленно оборачивается, обозревая открывшийся вид. В принципе, ничего особенного, делает вывод Тсуна, типичная картина суицида, судя по валяющемуся на полу лезвию, человек перерезал себе вены, а вспоминая розоватую воду в ванной, можно смело сказать, что сделал он это с максимальным комфортом. Другое дело, что он там делал, но это может и подождать, решает Тсуна, и, всё так же придерживая череп, продвигается к кровати, а вот его физическое состояние ждать не может, поэтому он срочно должен поспать и подумать обо всём на свежую голову.

Он со стоном валится на кровать и забывается тяжёлым сном без сновидений. А утром просыпается от знакомого, но давно позабытого тонкого голоса и слов, сопровождавшихся лёгким ударом тока:
— Подъём, Никчёмный Тсуна! У тебя пять минут на одежду и полтора часа на бег! За это время ты должен сделать не меньше двадцати кругов вокруг города!

Уже давно привыкший к подобным побудкам Тсуна легко соскакивает с кровати и на автопилоте надевает на себя спортивную одежду. Всё так же на автопилоте выходит из дома и пробегает первые несколько кругов. А затем мозг неожиданно просыпается и сигнализирует своему владельцу о некотором несоответствии данных. Тсуна сонно моргает и старается вникнуть в суть посылов. Стоп. Тсунаеши окончательно просыпается. Реборн — ребёнок? Но он же снял проклятие Аркобалено ещё семь лет назад, будучи восемнадцатилетним подростком! Он что — попал в прошлое?! А, нет, не прошлое, Тсуна старательно покопался в своих-чужих воспоминаниях. Параллельный мир. Здесь у него есть младший брат, самозабвенно его ненавидящий, отец-властолюб и переметнувшиеся на сторону Тсунаеши Хранители с Реборном во главе. Только мама осталась мамой. Прелесть. Именно о таком посмертии он и мечтал всю жизнь. Тсуна фыркает и останавливается у знакомой калитки.

— А теперь живо завтракать, Никчёмный Тсуна, и лучше поторопись, иначе еды тебе не достанется.

Тсуна поворачивает голову в сторону выскочившего из кустов Реборна, смотрит на него внимательным, долгим взглядом и внезапно понимает — нет, не он. Его Реборн никогда бы не переметнулся от своего ученика к его брату, его Реборн сумел бы выколупать подопечного из своего панциря, каким бы крепким он ни был, его Реборн заглянул бы под любую маску, какую смог надеть его ученик, и увидел бы истину, какой бы она ни была. Этот же даже не старался сделать хоть что-то из перечисленного. Возможно, именно поэтому во взгляде Тсуны мелькает разочарование. Это не тот человек, которого он мог бы назвать хоть сколько-нибудь, но родным.

Тсуна молча кивает на его слова и заходит в дом. Реборн хмурится, закрывая глаза полями шляпы — что он упустил?
***
Сейчас Тсунаеши-Иетсуна стоит посреди школьного двора на обозрении собравшихся здесь мафиози и предлагает Занзасу перенести все битвы на один день. Кто бы мог подумать, что ему придётся снова участвовать в Конфликте Колец? Тсуна напрягается, прислушиваясь к интуиции и пропуская мимо ушей весь тот бред, что нёс сейчас Занзас этого мира. Сейчас его главная советчица тихо мурлыкала на краю сознания и еле слышно шелестела пожухшими листьями. Что-то произойдёт на этом конфликте, расшифровывал Тсуна, что-то хорошее для него, но с несколько тяжёлыми последствиями. Подросток передёрнул плечами, помощь с последствиями для собственного организма может оказать только Вария и Реборн его мира, но здесь одни ещё слишком слабы, а из его мира в этот попасть может только Бьякуран и Кавахира-сан, вряд ли кто-то из них решит попутешествовать между мирами из праздного любопытства, даже они не настолько безумны. Интуиция что-то фырчит насмешливо, но Савада не сильно прислушивается, полностью сосредоточенный на убеждении Червелло провести все бои самому.

— Я же Небо?

Розоволосые переглядываются и вынужденно соглашаются:
— Небо.

 — Разве судьи забыли правила? — вкрадчиво интересуется Тсуна.

— По правилам Конфликта Колец, Небо может вступить на бои с другими атрибутами только с согласия другой стороны. Синьор Занзас, согласны ли вы дать…

— Мусор, — с ухмылкой. — Я даю своё согласие.

— В таком случае, мы не можем запретить вам участвовать во всех битвах Конфликта Колец, Савада-сан.

Тсуна тихо фыркает, давно бы так. А Тсунаеши этого мира напряжённо наблюдает вместе с друзьями за резко изменившим своё поведение Иетсуной. Пока судьи обустраивают площадку под сражения, Тсуна внимательно изучает то количество мафиози, которое набилось здесь на квадратный метр. Старик Тимотео со своими Хранителями и Внешним Советником, Каваллоне, семья Аркобалено, Джиглио Неро во главе с Арией, весело подмигнувшей ему, пока никто не видит, присутствовала даже ещё только набирающая силу семья Джессо. Помнится, в его мире, из всех присутствовавших здесь зрителей, на конфликт были приглашены только Каваллоне. И зачем только старик собрал такую толпу, гадал Тсуна, стоя напротив своего первого противника, решил прорекламировать своего Наследника? А потом думать стало некогда и он просто отключил голову, действуя на инстинктах, привитых когда-то Реборном его мира и Иемицу этого. Спустя всего полчаса Тсунаеши-Иетсуна равнодушно обозревал дело рук своих, то есть матерившихся, местами подкопченых варийцев с закатанным по самую шею в лёд Занзасом. Снова проигравших ему свои половинки колец. Обвёл взглядом шокированных Аркобалено и Каваллоне, зацепился за торжествующего Иемицу, хитро улыбающегося Бьякурана и с ожиданием смотрящую на него Арию, перевёл взгляд янтарно-золотистых глаз на бледного Тсунаеши и неверяще переглядывающихся Хранителей. Задумчиво подбросил на ладони кольцо Неба и вдруг, насмешливо сощурив глаза, швырнул реликвию своему брату. Всё так же насмешливо обвёл присутствующих горящим взглядом и призвал своё Пламя:
— Я, носящий в этом мире имя Савада Иетсуна, клянусь не претендовать на титул Десятого босса Вонголы, да будет Пламя свидетелем моих слов.

Пламя Тсуны вспыхнуло на секунду белоснежным цветом и мерно засияло на ладони. Над площадкой воцарилась мёртвая тишина. Клятва была принята. Наследник отказался от своего титула, грубо говоря, оставил Вонголу без будущего. Слышно было как скрипит зубами Иемицу и тихо смеётся уже всё понявший Бьякуран, прятала улыбку Ария. Но не успели мафиози прийти в себя и осмыслить только что произошедшее, а Иемицу разразиться грязной бранью, как ровно посередине площадки, словно только дожидаясь момента, сгустился бело-синий туман, прячущий в себе очертания семи тёмных фигур.

— Джудайме? — неуверенно позвал из неспешившего рассеиваться туманного облака знакомый голос.

— Х-хаято?! — потерянно просипел Иетсуна, поражённо рассматривая появившуюся всклокоченную макушку. Сильные руки обняли за талию, бледное лицо уткнулось в живот — Гокудера встал на колени перед своим мёртвым Небом.

За плечи обняли знакомые прохладные руки, в макушку уткнулся острый нос. Иллюзионист за спиной судорожно дышал, пытаясь справиться с одолевавшими эмоциями.

Зрители, кажется, перестали дышать, жадными взглядами ища сходства между появившимися из тумана мужчинами и Хранителями Урагана и Тумана Тсунаеши. И находили.

— Тсуна-нии… — пятнадцатилетний Ламбо не сдерживал слёз, смотря на живого, растерянного Босса. — Не оставляй больше меня одного, Тсуна-нии…

— Тсуна, — Такеши не улыбался, серьёзно глядя в глаза своему другу. — В следующий раз, я шагну в смерть за тобой.

— Савада, — с трудом выдавил из себя Рёхей. — Ты ЭКСТРИМальный придурок…

Кёя же просто нахмурился, зло сжимая губы и запихивая куда подальше собственное облегчение. Предупреждает:
— Камикорос, Зверёк.

Тсуна потерянно обозревает своих Хранителей, продолжая успокаивающе гладить по голове Ураган и мягко передавать своё пламя Туману, жмурит счастливо глаза, чувствуя тёплый комочек в груди от вновь раскинувшей свои нити связи и пузырящееся в крови счастье.

— Как… — Тсуна не договаривает, в горле образуется противный ком и хочется расплакаться. — Как вы меня нашли?

— Это было не сложно, глупый ученик. — из тумана появляется последняя, седьмая фигура и знакомым пафосным жестом прячет взгляд тёмных глаз. — Шаман предупредил нас о твоей неспособности умереть нормальной смертью, Бьякуран нашёл тебя в этом мире, а Шахматноголовый перенёс прямо к тебе. Но сейчас меня волнует другое. — Реборн замолкает ненадолго и угрожающе продолжает. — Никчёмный Тсуна, как ты посмел умереть?

Тсуна судорожно сглатывает, вспоминая эту его особенность, после которой тогда ещё подростку приходилось проходить утроенные тренировки, и мысленно смиряется с неизбежным.

— Прости, Реборн. — потупив взгляд, просит Тсуна. Ему только ножкой шаркнуть, ну вылитая невинность, думает бывший Аркобалено, и это Десятый Босс Вонголы…

— Никчёмность… — обречённо вырывается у киллера под согласные вздохи взявших себя в руки Хранителей.

— Оя? Тсунаеши-кун, а ты не терял времени даром, — ехидно улыбнулся Мукуро, уже вернувший себе душевное равновесие и оценивший знакомую картину, но так и не выпустивший своё Небо из объятий. — Так закатать Занзаса в лёд, ку-фу-фу, растёшь над собой…

Хранители удивлённо огляделись, оторвав наконец взгляд от Тсуны, и зафыркали, Такеши не сдержал смеха, увидев подкопчёного Скуало.

— Хоть чему-то я смог научить тебя за эти годы, — довольно хмыкнул Реборн, разглядывая поверженных варийцев. Его маленькая копия не сводила с него настороженного взгляда, со смешанными чувствами смотря на знакомый классический костюм, едкую ухмылку, растягивающую тонкие губы, взгляд-острый-кинжал, способный довести до икоты неподготовленного человека, и смешные бакенбарды, упруго пружинящие в такт шагам, точно такие же, как у него самого.

— Что тут происходит? — холодно спросил Иемицу. Девятый, как и все остальные собравшиеся, не спешил прерывать чужой разговор, с любопытством наблюдая разворачивающуюся перед глазами драму. — Кто эти люди, Иетсуна?

— Оя? — насмешливо приподнял бровь иллюзионист и продолжил, мастерски игнорируя закипающего Советника. — Так теперь тебя зовут, моё милое Сиэло? Ку-фу-фу, и как нам теперь к тебе обращаться?

— Как? — искренне удивился подросток и предельно честно ответил. — Да как хотите. Мне уже плевать.

— Джудайме, — уверенно высказался Хаято. Тсуна усмехнулся, он и не сомневался.

— Ха-ха, а я думаю, что «Тсуна» идёт ему больше!

— Бейсбольный придурок, — прошипел подрывник, но дальше конфликт разжигать не стал, слишком счастлив он был в этот момент, со слепящим восторгом слушая голос того, кого не смел даже надеяться встретить снова.

— Я ЭКСТРИМально согласен с Ямамото, — громко поддержал Сасагава мнение Дождя.

— Тсуна-нии, — как само собой разумеещееся выдал Ламбо.

— Пф! — раздражённо закатил глаза Хибари, глядя на этот цирк. — Забью до смерти!

— Ку-фу-фу, какой ты скучный, Кея-кун~ — протянул Рокудо, да так, что Облако передёрнуло и он хищно оскалился, азартно глядя в наглые разноцветные глаза:
— Хохлатый, хочешь быть первым? Никогда не наблюдал за тобой такой тяги к мазохизму.

— Оя-оя, неужели наша Хмурая Тучка следит за бедным слабым иллю…

— Иетсуна, — буквально прорычал его имя Внешний Советник, отвлекая от созерцания такой привычной, в какой-то степени даже домашней, ругани. — Ответь на вопрос, мальчишка.

И попытался придавить своим Пламенем, да вот только Пламя самого Тсуны было во много раз мощнее. В битвах с Варией он не использовал и двадцатой части своих реальных возможностей, и теперь его Воля, почувствовав реальную угрозу своим атрибутам, яркими всполохами янтарного огня окружила Хранителей и Реборна, инстинктивно вставших на защиту, трещала яростно на попытки ещё не понявшего разницу в силах Иемицу сломить её, подобралась к Варии, последовав просьбе Тсуны, растопила скованного во льду Занзаса, подлечила серьёзные ожоги и лёгкой дымкой окутала бывших противников, не атакуя, но защищая. Многие смотрели на это с удивлением, только Ария тепло улыбалась, смотря на янтарный огонь, защищающий врагов, да Бьякуран, не переставая, закатывал глаза, Тсунаеши-кун такой Тсунаеши-кун… А сам Тсуна замер каменным изваянием, холодно смотря на Иемицу. Лицо застыло маской безразличия к окружающему его миру и людям. Именно с таким выражением лица тогда-ещё-Тсунаеши убивал предателей семьи, и именно с таким выражением лица он сейчас смотрел на Советника. Иемицу передёрнул плечами под этим взглядом и вдруг захрипел, хватаясь за горло, забулькал приглушённо собственной кровью и, зашатавшись, упал на землю, ещё живой, но сломленный чудовищным давлением, не способный пошевелить и пальцем.

— Это мои Хранители и учитель, — холодно ответил Тсуна. — Надеюсь, вы все знаете о параллельных мирах. Позвольте представиться, — Тсуна с истинно королевским величием обвёл взглядом всех присутствующих. — Савада Тсунаеши, единственный ребёнок Савады Наны и Савады Иемицу, Десятый босс семьи Вонгола, правящий мафией вот уже почти десять лет, Нео Вонгола Примо. Недавно умер и оказался в этом мире в теле Савады Иетсуны, незадолго до этого совершившего суицид.

Мафиози зашумели, зашептались возбуждёнными голосами, обсуждая ошеломляющую новость. Почему-то все сразу поверили в его слова, никому из них не пришла в голову мысль о вранье, может быть потому, что на пальцах прибывших Хранителей ярко блестели кольца Вонголы. Ноно Вонгола изумлённо смотрел на второй набор колец, на Тсуну, спокойно пережидающего балаган, вызванный собственной новостью, и на его Хранителей, недобро зыркающих по сторонам и окруживших своё Небо плотным кольцом.

— Ч-что?.. — неверяще прошептал Тсунаеши этого мира. — Тсунаеши? Единственный ребёнок? Суицид?! О чём ты говоришь?! И что за параллельный мир?

Тсуна скривился, с лёгким презрением посмотрев на Тсунаеши, но ответил:
— Начнём с того, что существует огромное множество параллельных миров. Если говорить простым языком, параллельный мир — это иная ветка развития одного и того же мира. Не существует двух полностью идентичных миров, различия между ними могут быть как незначительными, так и носящими глобальный характер. Например, в моём родном мире не существует такого понятия как Истинное Небо, которым являешься ты в этом мире, Тсунаеши.

— И мы никогда не предавали своё Небо, каким бы ни был предложенный кандидат. — дополняет пятнадцатилетний Ламбо, задумчиво обводя взглядом молодое десятое поколение и останавливаясь на испуганном бледном подростке с шухером на голове. — Были такие предложения. — и усмехается криво, давая возможность понять, где оказались со своими предложениями подобные выскочки.

— Кому ты клялся в верности, Гокудера Хаято? — пепельноволосый с презрением смотрит на свою маленькую копию и брезгливо кривит губы. — И кого предал, променяв на другого, нарушив собственное слово? 

Подросток ёжится под этим взглядом, хмурит брови и молчит, пытается что-то сказать, но слова застревают в горле, молодец, Гокудера, разочаровал самого себя, пусть и из другого мира.

А Тсуна потерянно моргает, с грохотом руша образ жёсткого и холодного Босса мафии, и старается понять, откуда его драгоценные Хранители узнали о таких моментах жизни его двойника. Реборн с усмешкой наблюдает за его метаниями, глупый ученик совсем не изменился, разве что стал временами хоть немного напоминать то подобие босса, которое он старался вылепить из него на тренировках.

— Только травоядные способны на предательство, хищники же остаются верны только одному, — в стороне не остаётся даже Кёя, хмуро встречая яростный взгляд своего протеже, сообразившего, что его только что назвали травоядным.

— Да откуда вы… Мукуро! — смешно возмущается внезапно сообразивший Савада. — Ты что, просмотрел мои воспоминания и передал их ребятам?!

— Как только ты мог так плохо обо мне подумать, Босс? — картинно хватается за сердце Рокудо, сверкая лукавыми глазами. — Реборн тоже в курсе.

— Хии?! — привычный писк рушит все возводимые со смертью Неба барьеры. Распрямляются спины и сияют ярким светом глаза.

Ребята хохочут, прогоняя мрачную атмосферу волной светлых, искренних эмоций. Впервые за долгое время их души сверкают ослепительно-белым и бьются в унисон сердца. Небо здесь, рядом, только руку протяни и достанешь, укрывает бережно своим пламенем, закутывает в собственную Волю, как в одеяло, улыбается искренне тепло и смотрит таким нежным взглядом, что сердце щемит даже у нечувствительного к таким вещам Реборна и дыхание застывает где-то в лёгких, и воздух, кажется, стал таким сладким… 

Не исчезнет больше внезапно, забирая с собой все краски, не растворится в кроваво-красном цвете заката, не утонет в угольно-чёрном бархате ночи.

Уж они-то всё сделают, что бы он был рядом всегда. 
